,pred
1367,223994.84361646828
1368,136630.91236524543
1369,250832.94847913622
1370,440176.2133480933
1371,321096.553340061
1372,194650.1381723286
1373,221098.95698108015
1374,180095.2156027028
1375,249051.4670893262
1376,197999.33799502318
1377,182154.3986475303
1378,367648.5489419696
1379,185395.13828596953
1380,171095.92853345073
1381,204939.17169878754
1382,228490.41382207832
1383,345964.2576322319
1384,186440.7537994354
1385,152430.16272816563
1386,231792.465283531
1387,154488.1773296684
1388,156007.60604107098
1389,116053.69194053877
1390,180516.99945651263
1391,273456.03181285993
1392,151625.4096111566
1393,258894.82131029948
1394,194701.8100300957
1395,193409.9239733097
1396,212741.54184006367
1397,174149.19294258265
1398,184136.684607193
1399,184297.12728113166
1400,159700.77358146876
1401,173196.4824639079
1402,261244.23144113796
1403,179169.25620209807
1404,194545.68019287486
1405,142229.62888761022
1406,222078.5144991843
1407,145139.7555670354
1408,280112.23881668213
1409,163416.02820059133
1410,243470.57160248197
1411,370914.913364537
1412,371014.2667176451
1413,318333.45748764905
1414,187610.17096892014
1415,103432.1865059959
1416,201644.56043259232
1417,233385.63217258424
1418,241392.44064731878
1419,143095.86792783695
1420,156320.69462647132
1421,299402.4400314395
1422,269190.6731274632
1423,386977.94548082486
1424,175978.99752229563
1425,342116.1764727226
1426,369086.44572448847
1427,231751.49327282503
1428,169659.856521536
1429,330443.2584174222
1430,238621.6741673816
1431,349032.96416049055
1432,230332.68933501316
1433,323045.89498321584
1434,224257.71826865795
1435,190603.78597345308
1436,365117.02784816007
1437,171368.24456363148
1438,250611.8997111617
1439,203755.56840002685
1440,189822.65442859393
1441,155078.0430475832
1442,261704.05364011542
1443,181570.23239524427
1444,229188.00507329535
1445,224694.51955797354
1446,158209.71445174178
1447,227810.96082643126
1448,304178.8923312884
1449,284690.9831038682
1450,172596.8718072851
1451,113984.66105427172
1452,189924.56598051995
1453,188521.08257032314
1454,192885.20823357467
1455,103004.0900062785
1456,239382.30400576614
1457,137377.12528770915
1458,135377.95761779763
1459,163664.43337303956
1460,176559.7136629682
1461,260717.7630387071
1462,202522.84096400053
1463,227269.3526912953
1464,241461.6913808205
1465,265307.0667620189
1466,129482.23881413005
1467,318246.2924783892
1468,347525.63458853285
1469,159241.41367721747
1470,234961.2478047448
1471,195210.8260726696
1472,207046.05008787118
1473,155681.1574974473
1474,191089.5401065766
1475,80480.51761135741
1476,166987.93216216553
1477,149588.6389797579
1478,174579.0820756207
1479,214594.53141071417
1480,255697.54022925335
1481,300235.49535975617
1482,312431.6988033217
1483,126041.98784136528
1484,198391.61349339833
1485,192667.99030569338
1486,219202.3635430051
1487,149883.9476459996
1488,312641.4091155108
1489,208991.7348214661
1490,180474.85792948355
1491,195619.62516724755
1492,173016.6166829253
1493,329211.25950160314
1494,175537.05904604733
1495,431679.77699439717
1496,214862.5606692259
1497,254280.43930306862
1498,168114.54380859892
1499,221840.60519302048
1500,166558.79937441097
1501,298337.05720252136
1502,239319.16025731608
1503,191019.85919027054
1504,314564.1546618412
1505,163375.49354906342
1506,289380.2007117299
1507,189033.93683824452
1508,165031.22548288904
1509,255363.69178245563
1510,168468.1087148168
1511,174856.7355245377
1512,283991.8136585946
1513,155355.86500592524
1514,188330.34629102037
1515,130593.34671245444
1516,408974.35691767186
1517,163894.83533203823
1518,357193.2387038467
1519,194127.66407046185
1520,231971.2131540574
1521,231664.6760613112
1522,201965.81455664692
1523,140048.03061634258
1524,174831.041892672
1525,345960.5391889712
1526,262994.4131611964
1527,212813.85126720727
1528,348764.89027450175
1529,155978.75450593594
1530,136319.83691072877
1531,363230.29681436135
1532,76674.86018665557
1533,274181.37496716535
1534,124296.46543753968
1535,258170.03115980822
1536,231341.55446356817
1537,227102.24004359104
1538,175800.42660103526
1539,147342.2397940824
1540,171280.8661154429
1541,149511.64356149256
1542,202645.2406224577
1543,196216.28336800684
1544,396493.5062420997
1545,157345.3044276839
1546,193256.38789594418
1547,161202.30626504298
1548,192058.11954362705
1549,178125.82613246594
1550,206390.904294035
1551,235225.4224918897
1552,273761.41656583606
1553,202405.17537680938
1554,157497.46810213142
1555,196270.96862755626
1556,177954.47269763306
1557,131071.38036573486
1558,182584.76191363667
1559,288514.7236345021
1560,279644.7670398585
1561,156521.8156835123
1562,168469.74869652741
1563,232044.62260645602
1564,144207.49926972153
1565,197318.79216377527
1566,317753.4792410144
1567,233932.65890227733
1568,182918.21516219917
1569,175500.27830689738
1570,486147.26847068587
1571,79122.54271269309
1572,215067.05173136
1573,152712.77273417427
1574,135976.2255228
1575,205501.5785434013
1576,144555.70271545177
1577,360295.5174959804
1578,176122.74943896194
1579,238306.40091320538
1580,180959.03330700588
1581,178909.90011351142
1582,300942.72779439867
1583,211672.67734603302
1584,146374.1356224552
1585,171472.8499450818
1586,116094.27785854586
1587,200105.98165991652
1588,316887.5715294925
1589,200105.42452031915
1590,188944.3633640355
1591,234881.56023253835
1592,231960.97763813948
1593,197386.86163366516
1594,139047.99553860782
1595,138061.6708532028
1596,321727.5620599095
1597,76374.64809153964
1598,160323.43505312924
1599,231906.89100807783
1600,208113.21484279996
1601,168540.1119250691
1602,246444.02503318424
1603,186565.53216653515
1604,224282.17000704486
1605,140600.0185087782
1606,200534.00039539198
1607,226361.8105324084
1608,180936.3330831819
1609,374194.14037696004
1610,243102.47636610563
1611,181419.57357229452
1612,250886.66993447422
1613,182916.46773991818
1614,149829.11974537311
1615,248849.08911125068
1616,127057.47809746636
1617,249398.27026982716
1618,130329.43977897416
1619,370645.3566039178
1620,271344.108064905
1621,269706.6724377157
1622,207378.94851817965
1623,170200.97309886105
1624,387076.3093596917
1625,147421.80319454175
1626,293019.6983002815
1627,250200.2944648161
1628,307381.3393424811
1629,177151.0649012433
1630,148734.00166875895
1631,241712.14298493412
1632,312482.9221929173
1633,157131.47002476297
1634,294735.4470290372
1635,200511.26414178606
1636,234385.5813322699
1637,172018.90205888185
1638,146579.53411839408
1639,224863.816673282
1640,283913.68635762174
1641,168636.9693228644
1642,311536.6192005236
1643,202569.41570076917
1644,143291.47239412653
1645,207079.9176326623
1646,405603.4188288548
1647,172458.62919346892
1648,145026.31400515462
1649,276103.38371387165
1650,178058.1995573683
1651,165860.25478042866
1652,177266.52633704542
1653,293662.8384830689
1654,190217.17915967427
1655,136127.8288653788
1656,179193.42596126272
1657,411697.3008075409
1658,240187.82458776693
1659,292035.3548266772
1660,207361.07059188897
1661,225971.4258144511
1662,359006.9469085576
1663,177302.9985478639
1664,140523.7178340538
1665,364815.2976990298
1666,157946.82031593795
1667,182317.94009263246
1668,212482.93849896215
1669,216229.35990487415
1670,400687.9717102189
1671,188454.93883651
1672,300574.62545634736
1673,258295.06025323196
1674,170606.81480739397
1675,150373.48333328354
1676,133824.94253853898
1677,342683.4682097811
1678,128562.11771274879
1679,265962.8977658
1680,190068.80348278637
1681,219091.2805868355
1682,163766.10289824332
1683,207803.50157374566
1684,147973.82556085306
1685,361647.8766526187
1686,223491.06294388446
1687,198903.1448544767
1688,184937.80227242358
1689,159020.2587327401
1690,144888.95555844822
1691,171000.2614583205
1692,220322.6389026066
1693,297802.55093064415
1694,153756.87844097745
1695,186510.45268402048
1696,239938.45702531483
1697,165929.39430521923
1698,173397.59826976273
1699,298881.4033269889
1700,193034.32647896092
1701,378919.47652855347
1702,177262.923668876
1703,119911.46482162592
1704,68059.80180815603
1705,357047.58778262784
1706,177898.82949393513
1707,335395.19076850475
1708,198716.058410427
1709,193570.21740366612
1710,356975.0874234635
1711,286112.62309124187
1712,188116.59963955727
1713,198677.20334273044
1714,177746.0267945194
1715,127582.35421378538
1716,224839.52199666228
1717,244362.19240561622
1718,349036.83690824837
1719,205538.9196708173
1720,286905.44096037117
1721,215691.17372050052
1722,196884.1340776796
1723,222634.93910012857
1724,170718.80121814538
1725,160660.84945426974
1726,226332.03851983475
1727,185551.64253060016
1728,203260.8508178117
1729,201708.12835320432
1730,196402.82702288692
1731,233691.52029707844
1732,197465.30579437476
1733,168843.70391125733
1734,67582.67725932017
1735,168973.924463089
1736,146885.12333930883
1737,129549.24482691922
1738,169408.72543672743
1739,197292.80091320712
1740,301496.47996457486
1741,331233.4423550947
1742,155488.15781409226
1743,224113.4291490803
1744,196052.00653196595
1745,144375.73371543383
1746,201713.6558551574
1747,294846.29515632486
1748,172646.3621410282
1749,211728.82471541825
1750,322041.17198194866
1751,177163.44749890204
1752,177851.33913793365
1753,262833.03623283905
1754,154485.25547774704
1755,392086.54323500424
1756,168268.84777638933
1757,157685.77779576706
1758,175564.18549441468
1759,296223.2269200002
1760,306805.15299250116
1761,261823.06184584968
1762,174679.46631515736
1763,237897.17970091815
1764,168718.845900869
1765,167944.18380695765
1766,155168.549350513
1767,180162.5503352456
1768,180060.60977503454
1769,139118.72044619673
1770,309942.8018172316
1771,401763.4595317588
1772,206366.90835317635
1773,175756.6360757927
1774,384046.4754223402
1775,281917.63001187594
1776,304555.3522221069
1777,143801.77984458217
1778,173516.9387276891
1779,254453.8626524021
1780,238346.7635329557
1781,193095.13272122678
1782,144098.476549589
1783,291446.7930602288
1784,163351.22665380934
1785,279712.9708432626
1786,178284.36826929872
1787,241501.92438127656
1788,187912.53590991814
1789,114169.42359041933
1790,133720.38073730396
1791,265195.96720001084
1792,341689.3648095264
1793,168077.4777512876
1794,171782.31453079384
1795,318832.75793055835
1796,143999.6026040857
1797,298325.80367060035
1798,262503.6008323566
1799,254367.1823018018
1800,240012.79587587138
1801,229659.1905254426
1802,192501.74727101688
1803,230027.50558236957
1804,197587.98735369407
1805,179767.34235059164
1806,236052.77189876218
1807,385023.19336351025
1808,257323.16439366978
1809,198661.47761923022
1810,272891.2176739568
1811,160690.28309396785
1812,137909.0729984707
1813,411325.63215618714
1814,212070.164347079
1815,180586.57986574274
1816,121425.76787574524
1817,169678.96845975987
1818,186031.68780152372
1819,162151.31301472484
1820,139268.33675392464
1821,246675.95372982137
1822,157253.71191288298
1823,347638.5490315258
1824,175783.09224485303
1825,190641.6597970397
1826,409566.8198951784
1827,258083.79802201915
1828,164402.61337035152
1829,190922.12427867306
1830,169349.9787071581
1831,321890.1465669673
1832,211286.0019122415
1833,167658.8306899535
1834,265896.65381308546
1835,265277.652301275
1836,249904.16929878888
1837,225982.4125341531
1838,116660.74096136534
1839,276244.0237680853
1840,195728.20986299738
1841,313600.58964508673
1842,300393.1381522018
1843,182896.22281567223
1844,276020.42976797034
1845,166718.1099010094
1846,122109.2857063529
1847,209987.4846638929
1848,237717.55335550045
1849,428335.3417609255
1850,168689.3403692408
1851,254691.04931051706
1852,200206.39940903016
1853,243979.10590160705
1854,334815.9592762479
1855,209466.7522299215
1856,233217.4395560469
1857,166532.96494334587
1858,234667.95605174382
1859,318157.73951295944
1860,194658.03797865284
1861,216542.03119853485
1862,170727.05764093966
1863,127959.60455969283
1864,177501.80656818402
1865,389384.35875674017
1866,162403.0076402959
1867,167204.9039881678
1868,167420.3551763961
1869,335829.19968484313
1870,204066.94381973275
1871,185913.88384470154
1872,214273.9987380155
1873,216917.3328089689
1874,203096.1487596309
1875,279099.8768217592
1876,352444.53116296476
1877,250474.59769183907
1878,174791.86757335
1879,247652.49104530565
1880,235055.31812614427
1881,181446.83552573418
1882,235174.8373740442
1883,122337.12654712539
1884,139827.48309490865
1885,150558.91838151318
1886,418280.7093742142
1887,183379.8136806817
1888,115112.93251847458
1889,102585.78175482815
1890,148722.52960643952
1891,279445.6065348341
1892,175531.62439225827
1893,166215.91539613262
1894,183484.26143048823
1895,163507.03150647815
1896,274796.2335348496
1897,163239.50287043923
1898,191783.30805695988
1899,149323.19745887158
1900,204850.43873052442
1901,263543.3414158553
1902,193733.91588918402
1903,140603.8497533003
1904,229743.95946006489
1905,316410.3697203819
1906,386503.3543187934
1907,194930.2887082846
1908,265058.74491270987
1909,161312.18370089735
1910,219193.79561907798
1911,197974.6575218954
1912,198485.99508596296
1913,357764.5035975368
1914,202504.1814100498
1915,184468.40595364608
1916,197415.83634438206
1917,258338.63285487387
1918,305685.79907618446
1919,493610.27541867713
1920,135546.25975098784
1921,162929.64513609308
1922,171085.23232538474
1923,208527.82892903234
1924,216917.3328089689
1925,156936.97646464623
1926,158204.95698534613
1927,233633.7997474181
1928,149742.87997396954
1929,166059.33864549277
1930,405571.23388270964
1931,214409.37153979274
1932,276935.40236893576
1933,247559.20272670663
1934,287132.3921500088
1935,121496.81270836479
1936,100849.95073990495
1937,168082.40846484437
1938,181066.10292055827
1939,187920.41290896226
1940,166323.45480282546
1941,141752.1623574109
1942,183538.12959844444
1943,178935.3634936591
1944,195691.4732723901
1945,115024.40682306686
1946,134526.9004070465
1947,217796.68432829168
1948,296294.19715482654
1949,213350.82425841494
1950,150632.76993739398
1951,178610.3821864591
1952,198432.7574968553
1953,207488.30022453915
1954,302349.9014590125
1955,205229.19802091605
1956,191895.80781737532
1957,389965.101511376
1958,177579.8295661659
1959,313268.5969457324
1960,272665.1301859662
1961,200799.86679691527
1962,274007.12747462554
1963,425444.5738348104
1964,164276.6125829082
1965,208667.12614798732
1966,191887.53926009356
1967,145593.68733436175
1968,187631.67430084455
1969,138315.49236207255
1970,366033.91340686753
1971,199369.23236568712
1972,268014.0945381133
1973,239821.64740221386
1974,296813.8226817285
1975,162042.6898060539
1976,174330.64093187256
1977,149914.88349793237
1978,203902.78249947456
1979,171096.4451554285
1980,207242.89468967347
1981,248717.5155508637
1982,309600.3943781491
1983,166029.72879037552
1984,152643.29128986227
1985,409485.61931359535
1986,71039.15766898516
1987,157427.4264457179
1988,287484.0362134578
1989,202830.53635430176
1990,382351.88752110355
1991,256323.3889379106
1992,220657.0692210803
1993,169849.67626679223
1994,141626.71163424087
1995,299254.54673315486
1996,179580.7317934466
1997,272223.01726639643
1998,252191.493775048
1999,244067.62276504826
2000,93475.60269481523
2001,198799.62896255727
2002,170747.7875951728
2003,396148.85396637156
2004,146710.72348614738
2005,259298.32571137382
2006,229730.9264487699
2007,265048.73538642545
2008,329226.7051984869
2009,159824.7283423325
2010,200182.08206529007
2011,245363.01256351997
2012,205830.13937017415
2013,145346.4122301138
2014,376272.82257202285
2015,169811.2165548547
2016,125058.35280462117
2017,327301.78347795526
2018,103331.11563729947
2019,212016.1650821799
2020,223272.3447975241
2021,189779.1565572556
2022,157022.93986749745
2023,203987.50776836424
2024,230273.5325349869
2025,296321.2006080989
2026,171311.16675564318
2027,139035.47014293488
2028,193723.2117305987
2029,351216.59753287805
2030,167931.84291628562
2031,395399.4474151613
2032,183374.62895554176
2033,258188.31137198667
2034,332869.18809231365
2035,374471.96087129274
2036,198267.4229952033
2037,186987.0542699567
2038,190197.16567993342
2039,167238.9105749405
2040,192944.9991430051
2041,164081.58000784955
2042,167739.59031127297
2043,218014.67673503378
2044,198102.67026474272
2045,227883.15275786596
2046,128610.71955242821
2047,260798.54637958272
2048,239460.22605021077
2049,157027.72455414946
2050,213362.4835936958
2051,196254.96043601417
2052,249759.15094708
2053,161145.19108478748
2054,193506.55633084726
2055,191201.6702518409
2056,170516.15762326538
2057,387704.6934947263
2058,146806.5767452679
2059,185950.3302788535
2060,324806.0731144634
2061,267690.33360520913
2062,265117.1706746422
2063,308325.5985771622
2064,218249.77729996794
2065,176455.98940236232
2066,174356.84163594362
2067,347092.16861454496
2068,159165.89342135796
2069,210009.72772633994
2070,464041.0364800358
2071,149068.72590224628
2072,97784.96111142723
2073,322017.9896219041
2074,240750.58132385384
2075,228229.94785693745
2076,217944.17771438314
2077,218344.63643951333
2078,251761.16756843324
2079,196239.44141772346
2080,347624.11427391716
2081,168025.27008052453
2082,134428.20408407104
2083,226533.46990999606
2084,378080.30643413356
2085,173000.84419791272
2086,224175.47520941988
2087,92358.06817513576
2088,205327.48667711765
2089,154315.0067928999
2090,108577.07672842963
2091,248263.70085332298
2092,171727.3210142055
2093,128610.71955242821
2094,118080.81262347163
2095,315454.9978669143
2096,237249.4146675393
2097,247398.13124491673
2098,345965.5803727105
2099,255164.61587461564
2100,177024.54496489002
2101,217766.06344258122
2102,211231.23382926092
2103,162867.1382894602
2104,165849.84468835423
2105,184873.30705642194
2106,224227.32316815402
2107,188444.1051809068
2108,329123.90024860355
2109,197762.43437123767
2110,275795.42332322634
2111,364472.1383018166
2112,173185.94819329138
2113,69432.06076276969
2114,173064.35073679677
2115,172565.43929771343
2116,232867.42441335504
2117,160933.10900484808
2118,201131.95735712908
2119,147579.49710291586
2120,361332.46272462374
2121,240417.6680722685
2122,184888.62076780494
2123,256682.171610614
2124,352794.0849489554
2125,143762.72085853555
2126,186885.1342379621
2127,130040.79139815403
2128,302552.6218417105
2129,102695.13410602449
2130,192248.9302015635
2131,374879.3345970264
2132,271188.5233871658
2133,191871.32337584015
2134,168098.68953933663
2135,207315.32288438574
2136,154452.6907143047
2137,338876.4683906018
2138,187527.52433199662
2139,140558.92173001563
2140,313360.51342021074
2141,170468.40514348276
2142,330876.225811165
2143,259846.22151351295
2144,279007.64733505907
2145,259703.23654028107
2146,402105.7352885744
2147,312579.50875526323
2148,227266.52915176045
2149,356364.4289366318
2150,140176.6791423572
2151,199296.49895620297
2152,171632.15515019398
2153,182670.68569777266
2154,176072.53002936096
2155,196845.31054897097
2156,160255.86121444218
2157,130419.28758177887
2158,228988.40478004274
2159,293634.28997310234
2160,189845.3949380107
2161,193765.04481656157
2162,297377.76001563104
2163,218707.7853097898
2164,214450.89744685125
2165,159192.24953758065
2166,165136.70322562056
2167,202356.26990270804
2168,149034.5842169306
2169,234675.54814427355
2170,248566.74196175922
2171,118288.70855170692
2172,370900.2488733852
2173,178280.34162641547
2174,204111.70815820424
2175,253111.83365999348
2176,287884.111964154
2177,171881.45339807335
2178,256806.40435780905
2179,209583.82419222285
2180,490527.5950576794
2181,261935.62281875475
2182,200396.24277888134
2183,234748.96659898106
2184,363142.9437348002
2185,184790.24465040746
2186,201846.62567590261
2187,274134.24645205843
2188,221914.9042815025
2189,178119.9611908332
2190,155009.24241131285
2191,337990.0874462502
2192,372489.96164370293
2193,177606.75383295043
2194,164004.48951668447
2195,234490.0552595597
2196,381411.98547110875
2197,285025.1868095832
2198,186802.29390822302
2199,195487.74145347063
2200,199652.39025880126
2201,134439.74598248096
2202,216539.82215145775
2203,161755.58321523303
2204,167529.02772837676
2205,386345.8466644486
2206,232814.27203494107
2207,292161.4096416165
2208,215082.8199010277
2209,256833.13729953923
2210,327164.18965260545
2211,424462.73434215155
2212,160518.87710870904
2213,210958.53627099993
2214,207353.18145775955
2215,230236.81266539675
2216,197592.75705468922
2217,253035.5713213477
2218,442768.09350946976
2219,178410.59295119904
2220,196563.55307469773
2221,194695.42354820095
2222,184222.92290925
2223,239351.44261601855
2224,243545.84684543684
2225,140813.74064944172
2226,175041.15535000045
2227,171357.83803260472
2228,197545.32949576527
2229,245927.7889085197
2230,155514.4812239696
2231,261035.69659966667
2232,318427.0482935099
2233,165989.29394721612
2234,277994.7201759021
2235,443219.9910552764
2236,328640.8725915371
2237,171019.48666466458
2238,166522.8157835955
2239,154486.2208943193
2240,211038.8861832397
2241,176755.84640337937
2242,316963.5627205977
2243,157235.0735415131
2244,352464.39522261685
2245,157995.03280299745
2246,158767.39695776528
2247,136484.29718621232
2248,172333.059433671
2249,225766.2527902424
2250,143307.0016750741
2251,167217.12974831546
2252,260382.96762020251
2253,180771.4037027898
2254,219406.03384901985
2255,221168.5587342682
2256,293578.5653369529
2257,76021.34982458391
2258,315627.817751088
2259,235609.57923404928
2260,188724.45295028758
2261,342107.11450735736
2262,193334.77384146772
2263,181050.49088319822
2264,221990.02733142718
2265,320833.0701545887
2266,227124.8355328947
2267,173898.0852540291
2268,209104.13663485608
2269,387532.42053090036
2270,181760.91470657845
2271,209591.8046476124
2272,242253.09598724672
2273,147093.98932763565
2274,219160.58377973738
2275,248166.69601870616
2276,155695.36007208514
2277,155047.09535217885
2278,337978.5804580206
2279,109738.039876281
2280,486350.764704329
2281,201805.676349807
2282,264423.7920355799
2283,246073.50794931743
2284,199418.7810318745
2285,198919.6006432045
2286,277181.11212511366
2287,173823.30231245642
2288,202480.04556717485
2289,152884.67476329676
2290,302739.64121137804
2291,207773.23880289405
2292,243942.34554345964
2293,159732.00269218313
2294,172123.45500000243
2295,431552.57156783075
2296,262347.26764914556
2297,101834.19404178397
2298,175279.8566565711
2299,240900.57415915304
2300,184452.92932426347
2301,317257.8867219339
2302,181913.8285709613
2303,136806.90818358
2304,212363.46922657808
2305,235687.77478861742
2306,257981.77061646982
2307,186158.17140080372
2308,340477.60757417587
2309,185364.94654206914
2310,186868.91675480964
2311,328571.94178035663
2312,231139.0156900211
2313,406549.5795038136
2314,214054.03951345276
2315,185880.1294939989
2316,200329.09500648602
2317,280033.8532366125
2318,316475.14342787245
2319,192690.0070927142
2320,205155.37081815413
2321,149323.19745887158
2322,170031.49462199744
2323,139618.8497535507
2324,160875.33092540663
2325,112685.38240017317
2326,177483.75788713188
2327,247391.4384529529
2328,191971.8541402832
2329,287273.0959126512
2330,185529.87500309278
2331,203119.28732176565
2332,320682.89982158615
2333,309417.46847237484
2334,160889.21297141846
2335,228216.18386360075
2336,170885.1794528732
2337,201134.14805836315
2338,246054.6177575313
2339,146427.40510372986
2340,155506.70944562324
2341,300139.2826007568
2342,199702.38696201707
2343,110018.41959547452
2344,189823.86748266636
2345,353248.11187993706
2346,159199.57207035017
2347,175731.18403730058
2348,176496.2896515501
2349,130528.63022061363
2350,137242.6896035064
2351,256164.1586441291
2352,170598.31948780335
2353,203175.23092087542
2354,197153.6263590657
2355,114673.93607880958
2356,146868.76845795117
2357,157249.0814454664
2358,196905.79898162634
2359,134314.38878463698
2360,159216.37988500486
2361,212567.55501914333
2362,351501.22708123946
2363,366302.65142440185
2364,206380.18148505292
2365,202564.579064205
2366,227132.04961164496
2367,69432.06076276969
2368,423915.29000864585
2369,393483.8637849401
2370,316458.8876929461
2371,170377.4845194524
2372,153961.82295265622
2373,163098.318417541
2374,169471.75450159557
2375,80418.34958537258
2376,344988.898896074
2377,244978.07001738402
2378,320261.82453666744
2379,200255.1178627605
2380,138844.9023898318
2381,176017.39291284204
2382,167254.86738338013
2383,183767.45000989002
2384,151582.0416466962
2385,218008.32336046055
2386,292053.00697828474
2387,168799.73670782198
2388,151671.65096216026
2389,328433.7915635391
2390,341759.93071763165
2391,210368.20455583007
2392,133350.12268160898
2393,327888.0826837098
2394,150893.43358043663
2395,120145.11623133579
2396,199123.77242705328
2397,153255.33859899637
2398,182821.5989867393
2399,357541.3564081758
2400,159627.20758054088
2401,224410.31830598862
2402,301978.78144768655
2403,162054.04472113444
2404,346806.6678792638
2405,182619.8937625272
2406,165940.62824154427
2407,196583.13302064835
2408,254755.77914452896
2409,285804.02075097954
2410,285496.06924027245
2411,251694.2379746703
2412,157646.8143784284
2413,210332.90948400323
2414,386843.89051924646
2415,143595.3654751577
2416,177543.84840836324
2417,158489.46653654997
2418,189627.49357826516
2419,192292.17393263095
2420,187182.62919135203
2421,120995.33974991814
2422,186021.33353150878
2423,194415.8433410536
2424,154517.3777929437
2425,180209.24144702312
2426,391014.8680730459
2427,243485.98600879303
2428,209213.89440115693
2429,177058.30215062146
2430,215231.66677538745
2431,173556.07725562112
2432,159497.71337382344
2433,144126.5460046841
2434,157812.95310955736
2435,153719.08858922333
2436,178613.58069040746
2437,186400.48456980896
2438,179306.93335930537
2439,279294.633761901
2440,233799.3031592876
2441,204236.83773805632
2442,156266.1158336649
2443,163897.66577905274
2444,240005.9545389539
2445,193977.8842349149
2446,213951.17844328794
2447,166782.29925640134
2448,204554.17114618456
2449,106797.92681782399
2450,120301.5673550233
2451,129446.60825510391
2452,214919.0262678435
2453,251977.89603667858
2454,405898.3095068761
2455,125806.48179444279
2456,251017.6512523428
2457,224249.13919644055
2458,171807.31775971208
2459,195422.61366091843
2460,364780.0090579141
2461,248640.77665238737
2462,170877.35353448693
2463,413984.3262470637
2464,199668.42390923106
2465,148512.27315193936
2466,314456.2534395649
2467,227312.74989497577
2468,162719.02570299833
2469,175520.82222102757
2470,100148.42763613006
2471,187414.19525817578
2472,293202.7762616248
2473,242970.43845501647
2474,235509.09421287713
2475,170386.67569472975
2476,279021.3807728861
2477,144505.16984705554
2478,225529.3708067351
2479,155752.4446565011
2480,161840.11152045554
2481,162943.4395586444
2482,296859.11879382114
2483,160517.88753609723
2484,341489.29913369654
2485,222397.57854731916
2486,160588.18343855604
2487,173774.29208999366
2488,185026.5280091636
2489,332167.0245794214
2490,181113.7117353659
2491,130926.04816056474
2492,214895.9055333325
2493,111217.27999178697
2494,266405.371851048
2495,257215.69862703103
2496,214166.366851787
2497,118495.69565303237
2498,154189.34980002767
2499,212400.46312107105
2500,351960.4843335823
2501,168136.58280165103
2502,295706.6382211679
2503,176604.20940894377
2504,146637.62843126134
2505,185880.70405063004
2506,196599.20125131946
2507,200876.72152075992
2508,215959.22323131477
2509,215847.8806170884
2510,320098.6954004886
2511,278689.42677900183
2512,202185.50498791673
2513,266492.25893046317
2514,207030.03699161526
2515,173596.56250192775
2516,200257.23905031194
2517,190406.646036285
2518,198447.8141909525
2519,157094.10772546183
2520,149323.19745887158
2521,169467.2641411525
2522,267899.3745526724
2523,229450.45656356227
2524,136260.42358136515
2525,180984.08333421874
2526,167796.26086729756
2527,152666.4066927307
2528,202619.3819498913
2529,190665.9028806516
2530,372112.464775239
2531,187440.13154707823
2532,174957.7754291529
2533,250546.20548116288
2534,176362.36854237062
2535,129580.85587343307
2536,223415.07238363518
2537,272757.80791129667
2538,226704.35425375376
2539,116663.42418457572
2540,176558.19343226298
2541,170068.53823861724
2542,277878.2342591256
2543,160143.93555606232
2544,129572.34738396984
2545,265518.1850899097
2546,270251.80023608886
2547,180943.2012775399
2548,345678.8770935533
2549,249225.40833924952
2550,154917.28335112752
2551,188045.5959671873
2552,201986.53848519747
2553,130712.362334379
2554,168645.7344233591
2555,260506.3022919123
2556,177631.1585189765
2557,205682.60635485197
2558,315912.9541653349
2559,450467.61071855976
2560,151269.43790043477
2561,279269.49135768897
2562,178075.2336279121
2563,68724.39467558426
2564,231189.7119064618
2565,175160.54606192853
2566,144485.8476852914
2567,201174.42438609377
2568,194936.63211652212
2569,481638.89672460203
2570,155611.2147036488
2571,182907.6556874675
2572,199067.71041965147
2573,195642.73870981552
2574,339895.19814498664
2575,272346.34022427915
2576,194544.32451733615
2577,173983.28544283903
2578,477062.9569895749
2579,306010.4892512099
2580,106432.9617961527
2581,226134.70888922288
2582,151650.6988705981
2583,254262.03247524038
2584,312013.6460326169
2585,202458.1233584477
2586,178002.42711321806
2587,263018.1233526261
2588,268917.9461817231
2589,324071.66298656724
2590,315515.2622927404
2591,216078.59130154212
2592,211986.3881731007
2593,310727.01139529975
2594,238413.30684903706
2595,218680.67417532642
2596,199862.47567641886
2597,169209.43470510203
2598,147146.814226451
2599,160451.98588133015
2600,177040.19550372704
2601,251913.3255452821
2602,273747.9780534556
2603,239054.28098229453
2604,194005.24063204497
2605,120910.35182583657
2606,271573.90881890093
2607,356224.5001417981
2608,376396.07591022283
2609,213819.3420303121
2610,209184.09265982144
2611,492848.9494154308
2612,183255.73105610517
2613,261817.81023659406
2614,124279.68989947617
2615,192547.22446746472
2616,258778.62442029157
2617,118495.69565303237
2618,378062.2725296241
2619,188041.68604094253
2620,170782.836867184
2621,169441.36925570024
2622,111410.62547768708
2623,232552.78547541267
2624,249730.7640406247
2625,166990.35629755023
2626,234904.85955935373
2627,201259.0363440148
2628,178852.79625986607
2629,144501.5516284238
2630,157436.44940069393
2631,136631.56265920552
2632,166044.79628275766
2633,201648.68450774718
2634,201700.61499396354
2635,194443.28402605068
2636,357422.05264960066
2637,114985.61999850385
2638,197771.98557967052
2639,190738.49344859525
2640,185733.26557823262
2641,192970.06099633683
2642,207044.07806074686
